2017-03-10T11:57:41.573129	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T11:57:47.834660	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T11:57:47.837154	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:55:10.710557	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T12:55:16.535675	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:55:16.537476	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:56:48.790828	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:56:48.792635	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:58:12.661285	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:58:12.663733	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T13:11:14.330647	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:34.945605	MODE: Active	dir u p	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:39.887082	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:41.779274	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:11:47.498489	MODE: Active	user u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:56.851356	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:04.197284	MODE: Active	cd ..	Server msg: 550 Requested action not taken. : not accessible path ..
2017-03-10T13:12:27.880483	MODE: Active	cd test_file_source	Server msg: 250 Requested file action okay, completed.
2017-03-10T13:12:30.307806	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:33.503899	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:45:28.112440	User : admin	MODE: Active	move emma/school/lorem.txt maria/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:45:28.318216	User : admin	MODE: Active	mv juan/birds/landscape.jpg maria/photos/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:45:28.520834	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:45:28.727857	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:45:28.954711	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:45:29.156619	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:45:29.362379	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:45:29.563779	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T17:45:29.771297	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-12T17:45:30.003330	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:45:30.211309	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:45:30.427947	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:45:30.634381	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:45:30.859472	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:45:31.062282	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:45:31.285739	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:25.111560	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:25.320470	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:25.525189	User : admin	MODE: Active	rmdir birds	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:25.730626	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:25.936262	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:26.138730	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:26.344507	User : admin	MODE: Active	cd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:26.551006	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:26.753853	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:26.958962	User : admin	MODE: Active	cd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:27.168480	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:27.371094	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:27.574515	User : admin	MODE: Active	rmdir emma/school	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:27.780399	User : admin	MODE: Active	rmd ronny/docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:27.993409	User : admin	MODE: Active	rmd ronny/photos	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:28.198542	User : admin	MODE: Active	rm maria/pets/bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:46:28.403623	User : admin	MODE: Active	delete maria/school/putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:46:28.607936	User : admin	MODE: Active	remove maria/school/lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:46:28.813301	User : admin	MODE: Active	remove maria/photos/landscape.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:46:29.018729	User : admin	MODE: Active	rm maria/pets/byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:46:29.226242	User : admin	MODE: Active	delete maria/pets/hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:46:29.431383	User : admin	MODE: Active	rm maria/pets/panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:46:29.633354	User : admin	MODE: Active	cd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:29.836322	User : admin	MODE: Active	rmdir pets	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:30.038897	User : admin	MODE: Active	rmdir photos	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:30.242314	User : admin	MODE: Active	rmdir school	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:30.447837	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:30.650628	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:30.870651	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:31.074015	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:31.277067	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:31.495522	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:31.698073	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:31.901864	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:32.120801	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:32.323031	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:32.525459	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:32.744870	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:32.948260	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:33.153126	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:33.374136	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:33.578154	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:33.781482	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:34.004627	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:34.209003	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:34.410836	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:46:34.617396	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:34.829372	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:35.030636	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:46:35.235428	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:46:35.436255	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T17:46:35.640769	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:35.861147	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:36.067210	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:46:36.288742	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:36.494112	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:36.711305	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:36.922141	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:37.143547	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:47.545396	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:47.749231	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:47.952535	User : admin	MODE: Active	rmdir birds	Server msg: 450 Not allowed.
2017-03-12T17:46:48.156406	User : admin	MODE: Active	rmd pics	Server msg: 450 Not allowed.
2017-03-12T17:46:48.358653	User : admin	MODE: Active	rmd docs	Server msg: 450 Not allowed.
2017-03-12T17:46:48.561171	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:48.763798	User : admin	MODE: Active	cd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:48.966562	User : admin	MODE: Active	rmd docs	Server msg: 450 Not allowed.
2017-03-12T17:46:49.168889	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:49.371855	User : admin	MODE: Active	cd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:49.573708	User : admin	MODE: Active	rmd pics	Server msg: 450 Not allowed.
2017-03-12T17:46:49.778671	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:49.981383	User : admin	MODE: Active	rmdir emma/school	Server msg: 450 Not allowed.
2017-03-12T17:46:50.183270	User : admin	MODE: Active	rmd ronny/docs	Server msg: 450 Not allowed.
2017-03-12T17:46:50.385475	User : admin	MODE: Active	rmd ronny/photos	Server msg: 450 Not allowed.
2017-03-12T17:46:50.587653	User : admin	MODE: Active	rm maria/pets/bird.jpg	Server msg: 550 Requested action not taken. Not a valid file name
2017-03-12T17:46:50.789660	User : admin	MODE: Active	delete maria/school/putty.exe	Server msg: 550 Requested action not taken. Not a valid file name
2017-03-12T17:46:50.992639	User : admin	MODE: Active	remove maria/school/lorem.txt	Server msg: 550 Requested action not taken. Not a valid file name
2017-03-12T17:46:51.195067	User : admin	MODE: Active	remove maria/photos/landscape.jpg	Server msg: 550 Requested action not taken. Not a valid file name
2017-03-12T17:46:51.398390	User : admin	MODE: Active	rm maria/pets/byebeard.jpg	Server msg: 550 Requested action not taken. Not a valid file name
2017-03-12T17:46:51.600478	User : admin	MODE: Active	delete maria/pets/hoot.jpg	Server msg: 550 Requested action not taken. Not a valid file name
2017-03-12T17:46:51.802978	User : admin	MODE: Active	rm maria/pets/panda.jpg	Server msg: 550 Requested action not taken. Not a valid file name
2017-03-12T17:46:52.005426	User : admin	MODE: Active	cd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:52.207575	User : admin	MODE: Active	rmdir pets	Server msg: 450 Not allowed.
2017-03-12T17:46:52.409815	User : admin	MODE: Active	rmdir photos	Server msg: 450 Not allowed.
2017-03-12T17:46:52.611663	User : admin	MODE: Active	rmdir school	Server msg: 450 Not allowed.
2017-03-12T17:46:52.815316	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:53.018644	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:53.240045	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:53.442794	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:53.645334	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:53.870948	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:54.076710	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:54.280681	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:54.500090	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:54.702823	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:54.906772	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:55.119809	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:55.323129	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:55.527500	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:55.747235	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:55.950006	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:56.154431	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:56.376909	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:56.580323	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:46:56.782416	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:46:56.987646	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:57.216955	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:57.419514	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:46:57.629566	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:46:57.830883	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T17:46:58.034314	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:58.260042	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:58.469345	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:46:58.692495	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:58.903284	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:59.123925	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:46:59.331253	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:46:59.563439	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:25.840945	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:48:26.046278	User : admin	MODE: Active	mkdir juan/birds	Server msg: 257 Directory created.
2017-03-12T17:48:26.251096	User : admin	MODE: Active	mkd juan/pics	Server msg: 257 Directory created.
2017-03-12T17:48:26.454473	User : admin	MODE: Active	mkd juan/docs	Server msg: 257 Directory created.
2017-03-12T17:48:26.658625	User : admin	MODE: Active	mkd luis/docs	Server msg: 257 Directory created.
2017-03-12T17:48:26.863132	User : admin	MODE: Active	mkd jenny/pics	Server msg: 257 Directory created.
2017-03-12T17:48:27.067770	User : admin	MODE: Active	mkdir maria/pets	Server msg: 257 Directory created.
2017-03-12T17:48:27.271016	User : admin	MODE: Active	mkdir maria/photos	Server msg: 257 Directory created.
2017-03-12T17:48:27.477897	User : admin	MODE: Active	mkd maria/school	Server msg: 257 Directory created.
2017-03-12T17:48:27.684621	User : admin	MODE: Active	mkd emma/school	Server msg: 257 Directory created.
2017-03-12T17:48:27.887978	User : admin	MODE: Active	mkdir ronny/docs	Server msg: 257 Directory created.
2017-03-12T17:48:28.090834	User : admin	MODE: Active	mkd ronny/photos	Server msg: 257 Directory created.
2017-03-12T17:48:28.309763	User : admin	MODE: Active	copy test_file_source/bird.jpg juan/birds/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:28.531270	User : admin	MODE: Active	copy test_file_source/hoot.jpg jenny/pics/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:28.780859	User : admin	MODE: Active	copy test_file_source/putty.exe emma/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:28.996653	User : admin	MODE: Active	copy test_file_source/lorem.txt emma/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:29.221668	User : admin	MODE: Active	copy test_file_source/panda.jpg luis/docs/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:29.433493	User : admin	MODE: Active	copy test_file_source/landscape.jpg juan/birds/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:29.690957	User : admin	MODE: Active	copy test_file_source/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:29.911307	User : admin	MODE: Active	copy test_file_source/byebeard.jpg ronny/photos/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:30.113517	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:30.349935	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:30.553546	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:30.756278	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:30.985122	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:31.189951	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:31.392746	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:31.618811	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:31.821891	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:32.024575	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:32.251081	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:32.454492	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:32.659930	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:32.890173	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:33.092726	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:33.297448	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:33.525677	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:33.728031	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:33.935091	User : admin	MODE: Active	move juan/birds/bird.jpg maria/pets/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:34.141860	User : admin	MODE: Active	mv ronny/photos/byebeard.jpg maria/pets/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:34.347759	User : admin	MODE: Active	move jenny/pics/hoot.jpg maria/pets/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:34.553773	User : admin	MODE: Active	move luis/docs/panda.jpg maria/pets/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:34.758716	User : admin	MODE: Active	move emma/school/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:34.963581	User : admin	MODE: Active	move emma/school/lorem.txt maria/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:35.168031	User : admin	MODE: Active	mv juan/birds/landscape.jpg maria/photos/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:35.370921	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:48:35.575289	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:48:35.800195	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:36.002341	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:48:36.208531	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:48:36.409999	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T17:48:36.619870	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-12T17:48:36.856243	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:37.063884	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:48:37.293194	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:37.501993	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:48:37.724700	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:37.931156	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:48:38.165688	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:53.254775	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:48:53.460317	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:53.663621	User : admin	MODE: Active	rmdir birds	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:53.868976	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:54.072573	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:54.275165	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:54.477815	User : admin	MODE: Active	cd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:54.681333	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:54.883612	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:55.085735	User : admin	MODE: Active	cd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:55.289320	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:55.491999	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:55.701420	User : admin	MODE: Active	rmdir emma/school	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:55.907619	User : admin	MODE: Active	rmd ronny/docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:56.112367	User : admin	MODE: Active	rmd ronny/photos	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:56.318362	User : admin	MODE: Active	rm maria/pets/bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:48:56.525203	User : admin	MODE: Active	delete maria/school/putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:48:56.730083	User : admin	MODE: Active	remove maria/school/lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:48:56.933639	User : admin	MODE: Active	remove maria/photos/landscape.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:48:57.142493	User : admin	MODE: Active	rm maria/pets/byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:48:57.348787	User : admin	MODE: Active	delete maria/pets/hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:48:57.553009	User : admin	MODE: Active	rm maria/pets/panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:48:57.755678	User : admin	MODE: Active	cd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:57.961417	User : admin	MODE: Active	rmdir pets	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:58.166703	User : admin	MODE: Active	rmdir photos	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:58.375894	User : admin	MODE: Active	rmdir school	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:58.579788	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:58.784378	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:59.012871	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:59.217124	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:59.420559	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:48:59.648191	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:48:59.853854	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:49:00.057520	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:49:00.291706	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:49:00.495576	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:49:00.700832	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
